,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
10595,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,60,1,0,0,1,Managers,2.0,20.0,2.0,1.58,2.0
10596,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,61,5,0,0,0,Laborers,2.0,31.0,2.0,5.96,4.0
10597,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,56,0,0,0,0,job_less,2.0,55.0,0.0,-0.0,0.0
10598,M,Y,Y,0,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,26,2,0,0,0,Laborers,2.0,45.0,2.0,2.88,2.0
10599,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,35,9,0,0,1,Core staff,3.0,43.0,1.0,9.12,1.0
10600,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,43,3,0,1,0,Sales staff,3.0,32.0,2.0,3.83,5.0
10601,F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33,1,0,0,0,Managers,2.0,18.0,1.0,1.52,1.0
10602,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,33,8,0,0,0,Laborers,2.0,34.0,2.0,8.56,4.0
10603,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0,0,0,0,job_less,1.0,57.0,2.0,-0.0,2.0
10604,M,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,0,0,0,job_less,2.0,13.0,2.0,-0.0,4.0
10605,F,N,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41,2,0,0,0,High skill tech staff,3.0,37.0,2.0,2.32,5.0
10606,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0,0,0,0,job_less,2.0,10.0,2.0,-0.0,4.0
10607,M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,40,0,1,1,0,Core staff,4.0,15.0,2.0,0.38,4.0
10608,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46,3,1,0,0,Private service staff,4.0,36.0,2.0,3.06,5.0
10609,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,28,3,0,0,0,Laborers,2.0,23.0,1.0,3.17,1.0
10610,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,42,1,0,0,1,Core staff,2.0,6.0,2.0,1.13,2.0
10611,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,28,3,0,0,0,Sales staff,1.0,13.0,1.0,3.21,1.0
10612,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,27,5,1,0,0,Laborers,1.0,22.0,0.0,5.85,0.0
10613,F,N,Y,0,60376.5,Working,Secondary / secondary special,Separated,House / apartment,50,0,1,0,0,Sales staff,1.0,58.0,2.0,0.47,5.0
10614,M,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,25,0,1,0,0,Waiters/barmen staff,2.0,2.0,0.0,0.45,0.0
10615,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59,0,0,1,0,job_less,1.0,28.0,2.0,-0.0,5.0
10616,F,Y,Y,0,225000.0,Working,Higher education,Separated,Rented apartment,30,0,1,0,0,Core staff,1.0,23.0,2.0,0.38,2.0
10617,M,Y,N,0,315000.0,Working,Incomplete higher,Civil marriage,Office apartment,42,11,0,1,0,Core staff,2.0,42.0,2.0,11.72,3.0
10618,F,N,N,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,1,0,job_less,2.0,39.0,2.0,-0.0,3.0
10619,F,N,Y,1,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,43,10,0,0,0,Core staff,2.0,26.0,0.0,10.94,0.0
10620,F,N,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,53,9,1,1,0,Laborers,1.0,1.0,1.0,9.1,1.0
10621,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,32,8,1,1,0,Sales staff,3.0,47.0,2.0,8.95,2.0
10622,M,N,N,0,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,0,0,job_less,2.0,7.0,2.0,-0.0,4.0
10623,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,40,15,0,0,0,Security staff,2.0,22.0,1.0,15.13,1.0
10624,M,N,N,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,53,0,0,0,1,Laborers,2.0,39.0,2.0,0.67,2.0
10625,M,Y,N,2,292500.0,State servant,Secondary / secondary special,Married,With parents,42,16,0,1,0,Drivers,4.0,47.0,2.0,16.52,5.0
10626,F,N,Y,1,90000.0,Working,Higher education,Married,With parents,34,14,0,0,0,Cleaning staff,3.0,37.0,2.0,14.61,4.0
10627,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,34,6,0,0,0,Managers,3.0,50.0,2.0,6.8,4.0
10628,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,2,0,1,0,Sales staff,2.0,37.0,2.0,2.64,5.0
10629,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,48,2,0,0,0,Core staff,2.0,7.0,1.0,2.44,1.0
10630,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,2.0,5.0,2.0,-0.0,2.0
10631,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,4,1,0,0,Core staff,4.0,10.0,2.0,4.96,3.0
10632,F,N,Y,0,103500.0,Pensioner,Lower secondary,Married,House / apartment,63,0,0,0,0,job_less,2.0,6.0,2.0,-0.0,3.0
10633,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,1,0,0,0,Laborers,2.0,14.0,0.0,1.38,0.0
10634,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38,4,0,1,0,Core staff,2.0,10.0,2.0,4.35,4.0
10635,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,64,0,0,0,0,Private service staff,2.0,12.0,2.0,0.45,4.0
10636,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,54,10,0,0,0,Managers,1.0,30.0,2.0,10.06,3.0
10637,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,33,11,1,1,1,Core staff,2.0,43.0,2.0,11.04,5.0
10638,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,51,5,1,1,0,Sales staff,2.0,40.0,2.0,5.56,4.0
10639,F,N,Y,1,265500.0,Commercial associate,Higher education,Married,House / apartment,32,11,0,0,0,Managers,3.0,57.0,2.0,11.18,4.0
10640,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,32,5,0,1,0,Sales staff,1.0,18.0,2.0,5.24,2.0
10641,M,Y,N,0,360000.0,Commercial associate,Secondary / secondary special,Separated,With parents,28,1,1,1,0,Drivers,1.0,37.0,2.0,1.52,5.0
10642,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,0,1,0,job_less,2.0,14.0,1.0,-0.0,1.0
10643,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,7,0,0,0,Laborers,2.0,31.0,2.0,7.88,3.0
10644,F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,7,1,0,0,Secretaries,2.0,45.0,2.0,7.85,5.0
10645,F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,51,1,0,1,0,Laborers,3.0,1.0,0.0,1.41,0.0
10646,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,33,5,1,1,0,Managers,4.0,39.0,2.0,5.99,4.0
10647,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,47,7,0,0,0,Managers,1.0,15.0,1.0,7.21,1.0
10648,F,N,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,With parents,26,1,0,0,1,Sales staff,1.0,4.0,2.0,1.68,2.0
10649,M,Y,N,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,35,5,0,1,0,Laborers,3.0,28.0,1.0,5.29,1.0
10650,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,24,1,0,0,0,Sales staff,1.0,23.0,2.0,1.1,4.0
10651,M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,38,5,0,0,0,High skill tech staff,3.0,60.0,1.0,5.28,1.0
10652,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,24,1,0,0,0,Sales staff,2.0,36.0,1.0,1.85,1.0
10653,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,51,2,1,0,0,Laborers,2.0,22.0,2.0,2.6,2.0
10654,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,31,4,0,1,1,Cooking staff,3.0,1.0,1.0,4.6,1.0
10655,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,52,1,0,0,0,Laborers,2.0,22.0,2.0,1.18,5.0
10656,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,57,13,0,0,0,Core staff,2.0,45.0,2.0,13.19,5.0
10657,F,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,44,21,0,0,0,Medicine staff,3.0,5.0,0.0,21.86,0.0
10658,F,N,Y,0,175500.0,Commercial associate,Higher education,Married,House / apartment,41,6,1,1,0,Managers,2.0,17.0,0.0,6.1,0.0
10659,F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,0,0,job_less,2.0,3.0,0.0,-0.0,0.0
10660,F,N,Y,0,220500.0,Working,Secondary / secondary special,Separated,House / apartment,47,1,1,0,0,Core staff,1.0,35.0,2.0,1.53,5.0
10661,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56,6,0,0,0,Core staff,2.0,26.0,2.0,6.38,5.0
10662,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44,8,0,1,1,Managers,2.0,26.0,2.0,8.39,5.0
10663,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,31,2,0,0,0,Sales staff,1.0,15.0,2.0,2.68,5.0
10664,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,0,0,job_less,2.0,27.0,2.0,-0.0,4.0
10665,F,N,Y,0,126000.0,Commercial associate,Higher education,Separated,House / apartment,44,8,0,0,0,Managers,1.0,48.0,2.0,8.22,3.0
10666,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,15,0,0,0,Core staff,2.0,29.0,2.0,15.94,4.0
10667,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,50,9,0,1,0,Laborers,2.0,58.0,1.0,9.27,1.0
10668,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,42,8,0,0,1,Medicine staff,2.0,39.0,2.0,8.13,3.0
10669,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,0,0,0,job_less,2.0,55.0,2.0,-0.0,5.0
10670,F,N,N,1,225000.0,State servant,Higher education,Civil marriage,Municipal apartment,39,16,0,1,0,Security staff,3.0,6.0,0.0,16.53,0.0
10671,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,38,5,0,0,0,Security staff,1.0,18.0,2.0,5.68,2.0
10672,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56,0,0,1,0,job_less,1.0,4.0,2.0,-0.0,2.0
10673,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,59,34,1,0,0,High skill tech staff,2.0,14.0,2.0,34.22,4.0
10674,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,57,0,0,1,0,job_less,1.0,4.0,2.0,-0.0,2.0
10675,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0,0,0,0,job_less,2.0,42.0,2.0,-0.0,2.0
10676,F,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,Office apartment,40,10,0,0,0,Managers,1.0,2.0,1.0,10.18,1.0
10677,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29,2,0,0,0,Laborers,1.0,24.0,2.0,2.68,3.0
10678,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,1,0,job_less,2.0,39.0,2.0,-0.0,5.0
10679,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,65,0,0,0,0,job_less,2.0,8.0,2.0,-0.0,4.0
10680,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,0,0,0,job_less,2.0,49.0,2.0,-0.0,5.0
10681,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0,0,0,0,job_less,1.0,25.0,2.0,-0.0,2.0
10682,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,62,25,0,0,0,Security staff,2.0,39.0,2.0,25.31,5.0
10683,F,N,Y,0,132750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55,0,0,0,0,job_less,1.0,32.0,0.0,-0.0,0.0
10684,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,20,1,1,0,Laborers,2.0,11.0,2.0,20.2,4.0
10685,F,N,Y,0,74700.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0,0,0,0,job_less,2.0,19.0,1.0,-0.0,1.0
10686,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,36,5,0,0,0,Security staff,1.0,40.0,0.0,5.46,0.0
10687,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,2,1,1,0,Core staff,2.0,11.0,1.0,2.14,1.0
10688,F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,28,8,0,0,1,Core staff,3.0,15.0,2.0,8.22,4.0
10689,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46,25,0,0,0,Drivers,1.0,4.0,2.0,25.3,2.0
10690,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32,12,0,0,0,Laborers,2.0,17.0,2.0,12.56,2.0
10691,F,N,Y,0,220500.0,Pensioner,Lower secondary,Married,House / apartment,59,0,0,0,0,job_less,2.0,16.0,2.0,-0.0,3.0
10692,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,31,8,0,0,0,Sales staff,2.0,1.0,1.0,8.04,1.0
10693,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,47,3,1,1,0,Core staff,2.0,57.0,1.0,3.29,1.0
10694,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,34,14,0,0,1,Laborers,2.0,13.0,2.0,14.72,5.0
10695,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,0,0,job_less,2.0,6.0,2.0,-0.0,3.0
10696,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0,0,1,0,job_less,1.0,56.0,0.0,-0.0,0.0
10697,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,41,1,1,0,1,Sales staff,2.0,13.0,2.0,1.01,3.0
10698,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,0,0,0,job_less,2.0,27.0,1.0,-0.0,1.0
10699,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27,3,1,1,0,Laborers,2.0,36.0,2.0,3.35,2.0
10700,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,39,10,0,0,0,Core staff,3.0,5.0,0.0,10.42,0.0
10701,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,57,0,0,1,0,Drivers,2.0,5.0,1.0,0.36,1.0
10702,F,N,Y,0,252000.0,State servant,Higher education,Widow,House / apartment,45,22,0,0,0,Managers,1.0,42.0,1.0,22.4,1.0
10703,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,4,0,0,0,Laborers,3.0,39.0,2.0,4.87,3.0
10704,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,26,3,0,1,0,High skill tech staff,1.0,24.0,2.0,3.41,4.0
10705,F,N,N,0,112500.0,Pensioner,Higher education,Single / not married,House / apartment,53,0,0,0,0,job_less,1.0,25.0,1.0,-0.0,1.0
10706,F,N,N,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51,26,0,0,0,Laborers,2.0,59.0,2.0,26.71,4.0
10707,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,59,0,0,0,0,job_less,1.0,13.0,0.0,-0.0,0.0
10708,F,N,Y,2,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,0,0,0,job_less,4.0,28.0,2.0,-0.0,5.0
10709,M,Y,Y,2,254700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,25,0,1,0,Laborers,4.0,15.0,2.0,25.02,3.0
10710,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,Office apartment,27,3,0,0,1,Waiters/barmen staff,1.0,41.0,2.0,3.05,2.0
10711,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,52,6,0,1,0,Managers,1.0,2.0,1.0,6.72,1.0
10712,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,1,1,0,0,Drivers,1.0,25.0,2.0,1.1,4.0
10713,M,Y,Y,2,265500.0,Working,Higher education,Married,House / apartment,31,5,0,0,0,Laborers,4.0,31.0,2.0,5.22,2.0
10714,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,5,0,0,0,Laborers,1.0,17.0,2.0,5.18,2.0
10715,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,7,1,0,0,Laborers,3.0,28.0,2.0,7.55,4.0
10716,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,45,2,0,0,0,Core staff,2.0,59.0,1.0,2.72,1.0
10717,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,23,1,1,0,0,Laborers,2.0,10.0,1.0,1.78,1.0
10718,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,10,0,0,0,Accountants,2.0,33.0,2.0,10.08,3.0
10719,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49,27,0,0,0,High skill tech staff,2.0,52.0,2.0,27.73,2.0
10720,F,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,40,7,0,0,0,Medicine staff,4.0,44.0,2.0,7.18,4.0
10721,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,1,0,0,0,Core staff,2.0,13.0,2.0,1.38,3.0
10722,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,0,0,0,0,Laborers,3.0,2.0,1.0,0.3,1.0
10723,F,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,36,1,1,1,0,Core staff,4.0,11.0,1.0,1.87,1.0
10724,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,40,15,0,0,0,Security staff,2.0,2.0,1.0,15.13,1.0
10725,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,30,3,1,1,0,Sales staff,4.0,59.0,1.0,3.52,1.0
10726,F,Y,N,2,135000.0,State servant,Higher education,Married,House / apartment,36,6,1,0,0,Core staff,4.0,14.0,2.0,6.46,3.0
10727,F,N,Y,1,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,0,1,0,job_less,3.0,15.0,2.0,-0.0,5.0
10728,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,45,3,0,0,0,Sales staff,2.0,22.0,0.0,3.94,0.0
10729,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36,3,0,0,0,Sales staff,2.0,4.0,2.0,3.07,2.0
10730,F,N,N,2,180000.0,Working,Higher education,Separated,House / apartment,44,0,1,1,0,Security staff,3.0,28.0,1.0,0.59,1.0
10731,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,51,0,0,0,0,job_less,1.0,44.0,2.0,-0.0,2.0
10732,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,9,0,0,0,Managers,3.0,18.0,2.0,9.78,4.0
10733,F,N,Y,0,202500.0,Pensioner,Lower secondary,Single / not married,House / apartment,58,0,0,0,0,job_less,1.0,60.0,2.0,-0.0,5.0
10734,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,51,33,1,1,1,Laborers,2.0,37.0,2.0,33.34,4.0
10735,F,N,N,3,135000.0,Working,Incomplete higher,Married,Office apartment,34,3,1,0,0,Core staff,5.0,42.0,2.0,3.1,3.0
10736,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,1,0,job_less,2.0,18.0,0.0,-0.0,0.0
10737,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,42,0,0,0,0,Laborers,2.0,14.0,2.0,0.97,4.0
10738,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,46,1,0,0,0,Laborers,1.0,47.0,1.0,1.84,1.0
10739,M,Y,Y,2,90000.0,Pensioner,Lower secondary,Married,House / apartment,60,0,0,0,0,job_less,4.0,7.0,2.0,-0.0,3.0
10740,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,40,3,1,1,0,High skill tech staff,2.0,40.0,2.0,3.54,5.0
10741,F,N,Y,0,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,0,0,job_less,2.0,2.0,0.0,-0.0,0.0
10742,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,50,9,0,0,0,Laborers,2.0,58.0,0.0,9.85,0.0
10743,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0,0,0,0,job_less,2.0,39.0,2.0,-0.0,2.0
10744,M,Y,Y,0,202500.0,Working,Higher education,Separated,House / apartment,29,0,0,0,0,Sales staff,1.0,47.0,2.0,0.83,2.0
10745,M,N,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,45,0,0,0,0,Core staff,4.0,44.0,2.0,0.91,5.0
10746,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,59,4,0,0,0,Core staff,1.0,39.0,1.0,4.18,1.0
10747,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,48,15,0,1,0,Laborers,2.0,37.0,2.0,15.4,2.0
10748,M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26,4,0,0,0,Cooking staff,1.0,8.0,1.0,4.29,1.0
10749,F,N,Y,1,108000.0,Commercial associate,Higher education,Married,House / apartment,38,2,0,0,0,Accountants,3.0,15.0,0.0,2.8,0.0
10750,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,54,13,0,0,0,Sales staff,1.0,37.0,2.0,13.52,4.0
10751,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49,0,0,0,0,Core staff,2.0,35.0,2.0,0.55,3.0
10752,F,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,40,2,0,0,0,Sales staff,5.0,4.0,2.0,2.12,2.0
10753,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,25,1,0,0,0,Security staff,2.0,53.0,2.0,1.68,3.0
10754,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,2,0,0,0,Accountants,1.0,5.0,0.0,2.84,0.0
10755,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,9,0,0,1,High skill tech staff,3.0,45.0,2.0,9.98,3.0
10756,F,N,N,0,256500.0,Commercial associate,Higher education,Married,House / apartment,30,7,0,0,1,HR staff,2.0,7.0,2.0,7.03,2.0
10757,M,Y,N,0,117000.0,Working,Secondary / secondary special,Single / not married,House / apartment,24,0,0,0,1,Core staff,1.0,23.0,0.0,0.45,0.0
10758,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,0,0,1,0,Cooking staff,4.0,33.0,2.0,0.65,5.0
10759,F,N,Y,0,69750.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,0,1,0,job_less,2.0,59.0,2.0,-0.0,4.0
10760,F,N,Y,0,130500.0,Pensioner,Higher education,Civil marriage,House / apartment,58,0,0,0,0,job_less,2.0,9.0,2.0,-0.0,2.0
10761,F,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,40,5,0,0,0,High skill tech staff,2.0,60.0,2.0,5.95,4.0
10762,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,32,9,0,0,0,Accountants,3.0,25.0,2.0,9.21,4.0
10763,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,46,8,0,0,0,Laborers,2.0,38.0,2.0,8.06,2.0
10764,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,56,0,0,1,0,job_less,2.0,4.0,1.0,-0.0,1.0
10765,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,56,35,1,0,0,Medicine staff,1.0,19.0,0.0,35.9,0.0
10766,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,3,0,0,0,Core staff,2.0,48.0,1.0,3.6,1.0
10767,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,50,10,1,1,0,Sales staff,1.0,35.0,1.0,10.47,1.0
10768,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7,1,1,0,Drivers,2.0,19.0,2.0,7.44,2.0
10769,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,30,6,0,0,1,Core staff,3.0,14.0,2.0,6.89,2.0
10770,F,N,N,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,49,10,1,1,0,Core staff,1.0,27.0,2.0,10.77,5.0
10771,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,0,0,job_less,2.0,32.0,2.0,-0.0,4.0
10772,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,39,9,0,0,0,Core staff,2.0,54.0,2.0,9.37,5.0
10773,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,27,5,1,1,0,Sales staff,2.0,25.0,2.0,5.2,3.0
10774,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,39,19,0,0,0,Medicine staff,4.0,47.0,1.0,19.36,1.0
10775,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,53,0,0,0,0,Core staff,1.0,2.0,1.0,0.71,1.0
10776,M,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,28,5,1,1,0,Managers,3.0,20.0,1.0,5.1,1.0
10777,M,Y,Y,0,675000.0,State servant,Higher education,Married,House / apartment,32,6,0,0,0,High skill tech staff,2.0,31.0,2.0,6.03,5.0
